"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","10/12/2012"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","4:16:33PM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: BOTANY (208)","","","","","","","",""
"","","TERM:","1132","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","996","IND","041","1","-","1","0002600006","EDGAR SPALDING","",""
"","","","","","","","","","PAGE NUMBER:
11","OF
11"
