"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","10/12/2012"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","4:16:33PM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: TRANSPORTATION AND PUBLIC UTILITIES (243)","","","","","","","","","","","",""
"","","TERM:","1132","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","TRANSPORTATION AND PUBLIC UTILITIES","","","","","","","","","","","","",""
"A1","671","LEC","001","1","11:00 - 12:15","T","R","0402 0132","38","3","0003112273","XIAODONG DU","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
