"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","RUN DATE:","10/12/2012"
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","RUN TIME:","4:16:33PM"
"","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: GENDER AND WOMENS STUDIES (963)","","","","","","","","","",""
"TERM:","1132","","","","","","","","","",""
"","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 880
SEM","001","1","12:30 - 14:30","T","0057 3304","","6","0000832223","CHRISTINE GARLOUGH-SHAH","",""
"A1
 933
SEM","001","1","08:15 - 10:45","T","0057 3304","12","9","0004761197","KEISHA LINDSAY","",""
"A1
 999
IND","013","1","-","","","","2","0004761197","KEISHA LINDSAY","",""
"","","","","","","","","","","PAGE NUMBER:
3","OF
3"
