"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","10/12/2012"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","4:16:33PM"
"","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: SCIENCE AND TECHNOLOGY STUDIES (875)","","","","","","","","","",""
"","","TERM:","1132","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","SCIENCE AND TECHNOLOGY STUDIES","","","","","","","","","","",""
"A1","902","SEM","001","1","12:30 - 14:00","R","0046 8411","4","0002600607","ERIC SCHATZBERG","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
