"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/12/2013"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","2:32:25PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: MEDICAL GENETICS (616)","","","","","","","","","","",""
"","","TERM:","1136","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","MEDICAL GENETICS","","","","","","","","","","","",""
"DHH","993","SEM","001","1","15:30 - 16:30","W","0082 1111","20","0","0002602114","ALLEN LAUGHON","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
