"","","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","","","RUN DATE:","8/12/2013"
"","","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","","RUN TIME:","2:32:25PM"
"","","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: ASIAN AMERICAN STUDIES (184)","","","","","","","","","","","","","",""
"","","TERM:","1136","","","","","","","","","","","","",""
"","","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","ASIAN AMERICAN STUDIES","","","","","","","","","","","","","","",""
"ACC","121","LAB","001","1","09:00 - 13:15","M","T","W R","F","0032 0549","26","0","0001029263","PEGGY CHOY","",""
"","","","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
