"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/12/2013"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","2:32:25PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: INTERNATIONAL STUDIES (504)","","","","","","","","","","","",""
"TERM:","1136","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"INTERNATIONAL STUDIES","","","","","","","","","","","","",""
"ADD
 335
LEC","001","1","08:55 - 11:25","M","T","W R","0400 L150","15","1","0004575422","BETHANY WILINSKI","",""
"LAA
 720
SEM","001","1","09:00 - 16:00","","","W R
F","","","14","0004308519","YOSHIKO HERRERA","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
