"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/12/2013"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","2:32:25PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: FOLKLORE PROGRAM (380)","","","","","","","","","","","",""
"TERM:","1136","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"FOLKLORE PROGRAM","","","","","","","","","","","","",""
"ACC
 103
LEC","001","1","09:55 - 12:00","M","T","W R","0469 1221","19","9","0002600540","R SUTTON","",""
"ACC
 399
IND","001","1","-","","","","","","1","0002600540","R SUTTON","",""
"DHH
 399
IND","003","1","-","","","","","","1","0002601314","RUTH OLSON","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
