"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","8/12/2013"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","2:32:25PM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: MATERIALS SCIENCE AND ENGINEERING (636)","","","","","","","",""
"","","TERM:","1136","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"DHH","990","IND","016","1","-","1","0000269582","PAUL VOYLES","",""
"","","","","","","","","","PAGE NUMBER:
2","OF
2"
