"","","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","","","RUN DATE:","8/12/2013"
"","","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","","RUN TIME:","2:32:25PM"
"","","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: JEWISH STUDIES (510)","","","","","","","","","","","","","",""
"","","TERM:","1136","","","","","","","","","","","","",""
"","","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","JEWISH STUDIES","","","","","","","","","","","","","","",""
"ACC","219","LEC","001","1","13:10 - 16:10","M","T","W R","F","0469 1131","36","8","0003031290","ANTHONY MICHELS","",""
"","","","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
