"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","8/12/2013"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","2:32:25PM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: SURGICAL SCIENCES (938)","","","","","","","",""
"","","TERM:","1136","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"ZNN","775","IND","004","1","-","2","0000415099","LYNN MAKI","",""
"","","","","","","","","","PAGE NUMBER:
2","OF
2"
