"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/12/2013"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","2:32:25PM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS (826)","","","","","","","","","","","",""
"TERM:","1136","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS","","","","","","","","","","","",""
"DHH
 799
IND","012","1","-","","","","","","1","0004385690","GREGORY NEMET","",""
"BDD
 805
SEM","002","1","13:10 - 15:40","M","T","W R","0400 L177","9","0","0001270849","NANCY KENDALL","",""
"DHH
 827
FLD","001","1","16:30 - 18:25","","","W","0512 0110","","12","0003669501","MENZIE CHINN","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
