"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","8/12/2013"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","2:32:25PM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: UNIVERSITY FORUM (943)","","","","","","","","","","",""
"TERM:","1136","","","","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"UNIVERSITY FORUM","","","","","","","","","","","",""
"DDD
 500
LEC","001","1","19:00 - 21:00","T","R","0140 1100","15","3","0002600422","LAWRENCE SHAPIRO","",""
"HDD
 500
LEC","002","1","19:00 - 21:00","T","R","","15","5","0003124415","KRISTIN HUNT","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
