"TERM:  1212","","","","","","","","","","","","","","","",""
"COLLEGE:  MED","","","","","","","","","","","","","","","",""
"SUBJECT:  NEUROSCIENCE TRAINING PROGRAM (682)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W","R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","ENRN","TOT","",""
"A1","610","LEC","001","2","-","","","","","","","ONLINE","37","26","0002601911","P / SHING-YAN CHIU"
"A1","610","LEC","001","2","09:55 - 10:45","","","R","","","","ONLINE","37","26","0002600645","P / MEYER JACKSON"
"A1","610","LEC","001","2","09:55 - 10:45","","","R","","","","ONLINE","37","26","0003130187","P / MATHEW JONES"
"A1","610","LEC","001","2","09:55 - 10:45","","","R","","","","ONLINE","37","26","0004148289","P / AVTAR ROOPRA"
"A1","610","LEC","001","2","09:55 - 10:45","","","R","","","","ONLINE","37","26","0006112010","P / RAUNAK SINHA"
"A1","629","LEC","002","1","11:00 - 13:00","T","","","","","","ONLINE","17","13","0004148289","P / AVTAR ROOPRA"
"A1","629","LEC","002","1","11:00 - 13:00","T","","","","","","ONLINE","17","13","0000176537","P / ERIK DENT"
"A1","629","LEC","002","1","11:00 - 13:00","T","","","","","","ONLINE","17","13","0003234931","P / TIMOTHY GOMEZ"
"A1","629","LEC","002","1","11:00 - 13:00","T","","","","","","ONLINE","17","13","0002600645","P / MEYER JACKSON"
"A1","629","LEC","002","1","11:00 - 13:00","T","","","","","","ONLINE","17","13","0003130187","P / MATHEW JONES"
"A1","629","DIS","301","1","13:20 - 14:10","","","R","","","","ONLINE","17","13","0003130187","P / MATHEW JONES"
"A1","629","DIS","301","1","13:20 - 14:10","","","R","","","","ONLINE","17","13","0002600645","P / MEYER JACKSON"
"A1","629","DIS","301","1","13:20 - 14:10","","","R","","","","ONLINE","17","13","0004148289","P / AVTAR ROOPRA"
"A1","629","DIS","301","1","13:20 - 14:10","","","R","","","","ONLINE","17","13","0000176537","P / ERIK DENT"
"A1","629","DIS","301","1","13:20 - 14:10","","","R","","","","ONLINE","17","13","0003234931","P / TIMOTHY GOMEZ"
"A1","651","LEC","001","2","08:00 - 09:15","T","","R","","","","ONLINE","18","14","0004612716","P / RASMUS BIRN"
"A1","651","LEC","001","2","08:00 - 09:15","T","","R","","","","ONLINE","18","14","0000102567","P / ANDREW ALEXANDER"
"A1","651","LEC","001","2","08:00 - 09:15","T","","R","","","","ONLINE","18","14","0004591605","P / DOUGLAS DEAN"
"A1","660","SEM","001","1","15:00 - 16:00","","","R","","","","ONLINE","","12","0004957404","P / BARBARA BENDLIN"
"A1","677","LEC","001","1","16:30 - 18:00","T","","","","","","ONLINE","","21","0003370762","P / CHIARA CIRELLI"
"A1","677","LEC","001","1","16:30 - 18:00","T","","","","","","ONLINE","","21","0004957683","P / DAVID PLANTE"
"A1","700","SEM","002","1","13:30 - 15:30","M","","","","","","ONLINE","","13","0000479537","P / MARY HALLORAN"
"A1","900","SEM","001","1","16:00 - 17:00","M","","","","","","ONLINE","","64","0000479537","P / MARY HALLORAN"
"A1","990","IND","002","1","-","","","","","","","","","1","0005000709","P / REID ALISCH"
"A1","990","IND","003","1","-","","","","","","","","","1","0004946895","P / RANDOLPH ASHTON"
"A1","990","IND","004","1","-","","","","","","","","","1","0000102567","P / ANDREW ALEXANDER"
"A1","990","IND","008","1","-","","","","","","","","","1","0004399090","P / BRIAN BALDO"
"A1","990","IND","009","1","-","","","","","","","","","1","0000185429","P / MATTHEW BANKS"
"A1","990","IND","011","1","-","","","","","","","","","2","0004957404","P / BARBARA BENDLIN"
