"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/15/2006"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","11:14:39AM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: INFORMATION SYSTEMS (234)","","","","","","","","","","","",""
"TERM:","1066","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"INFORMATION SYSTEMS","","","","","","","","","","","","",""
"ADD
 422
LEC","001","1","09:30 - 12:00","M","T","W R","0140 1190","10","4","0000106122","LAZIMY,RAFAEL","",""
"ADD
 722
LEC","001","1","09:30 - 12:00","M","T","W R","0140 1190","10","6","0000106122","LAZIMY,RAFAEL","",""
"","","","","","","","","","","","","1
PAGE NUMBER:","1
OF"
