"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/15/2006"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","11:14:39AM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: TRANSPORTATION AND PUBLIC UTILITIES (243)","","","","","","","","","","","",""
"TERM:","1066","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","TRANSPORTATION AND PUBLIC UTILITIES","","","","","","","","","","","",""
"DHH
 325
LEC","001","1","08:00 - 09:15","M","T","W R","0140 1180","9","2","0002601710","STEVENSON,RODNEY E","",""
"DHH
 725
LEC","001","1","08:00 - 09:15","M","T","W R","0140 1180","9","0","0002601710","STEVENSON,RODNEY E","",""
"","","","","","","","","","","","PAGE NUMBER:","1","1
OF"
