"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","8/15/2006"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","11:14:39AM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: LATIN (CLASSICS) (524)","","","","","","","","","","",""
"TERM:","1066","","","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"LATIN (CLASSICS)","","","","","","","","","","","",""
"DDD
 391
LEC","001","1","08:30 - 11:30","M","T","R","0482 0582","17","0002601318","MCKEOWN,JAMES C","",""
"HDD
 392
LEC","001","1","08:30 - 11:30","M","T","R","0482 0582","13","0002601318","MCKEOWN,JAMES C","",""
"DHH
 699
IND","014","1","-","","","","","2","0002601318","MCKEOWN,JAMES C","",""
"","","","","","","","","","","","1
PAGE NUMBER:","1
OF"
