"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/15/2006"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","11:14:39AM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: JEWISH STUDIES (510)","","","","","","","","","","","",""
"TERM:","1066","","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"JEWISH STUDIES","","","","","","","","","","","","",""
"GDD
 202
LEC","001","1","13:10 - 15:40","M","T","W R","","0056 0022","20","0002600259","SKLOOT,ROBERT","",""
"ACC
 490
LEC","001","1","13:30 - 16:30","M","T","W R","F","0430 5223","3","0002600532","KAPLAN,LEONARD V","",""
"","","","","","","","","","","","","1
PAGE NUMBER:","1
OF"
