"TERM:  1244","","","","","","","","","","","","","","","",""
"COLLEGE:  L&S","","","","","","","","","","","","","","","",""
"SUBJECT:  PUBLIC AFFAIRS AND PUBLIC POLICY (826)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M","T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","ENRN","TOT","",""
"A1","818","DIS","301","1","09:55 - 10:45","","","","F","","","0482 0487","","16","0006090650","P / NGUYEN VUONG"
"A1","818","DIS","302","1","11:00 - 11:50","","","","F","","","0482 0487","","15","0006090650","P / NGUYEN VUONG"
"A1","818","DIS","303","1","12:05 - 12:55","","","","F","","","0482 0487","","11","0006090650","P / NGUYEN VUONG"
"A1","820","SEM","001","1","09:00 - 12:00","","","","F","","","0464 0B30","15","1","0002600972","P / STEVEN DELLER"
"A1","827","FLD","001","1","-","","","","","","","","","2","0000446811","P / MARY MICHAUD"
"A1","850","LEC","001","1","08:50 - 10:45","","","W","","","","0057 2335","","17","0001610142","P / TANA JOHNSON"
"A1","854","LEC","001","1","11:00 - 12:15","","T","R","","","","0400 L159","","9","0003669501","P / MENZIE CHINN"
"A1","860","SEM","001","1","08:50 - 10:45","M","","","","","","0056 0214","43","9","0004454307","P / J. MICHAEL COLLINS"
"A1","860","SEM","001","1","08:50 - 10:45","M","","","","","","0056 0214","43","9","0005202829","P / SARAH HALPERN-MEEKIN"
"A1","860","SEM","001","1","08:50 - 10:45","M","","","","","","0056 0214","43","9","0006317360","P / MANNY TEODORO"
"A1","866","SEM","001","1","13:20 - 15:15","","T","","","","","0482 0206","19","9","0003877183","P / MORGAN EDWARDS"
"A1","869","SEM","001","1","08:50 - 10:45","M","","","","","","0056 0214","43","28","0005202829","P / SARAH HALPERN-MEEKIN"
"A1","869","SEM","001","1","08:50 - 10:45","M","","","","","","0056 0214","43","28","0006317360","P / MANNY TEODORO"
"A1","869","SEM","001","1","08:50 - 10:45","M","","","","","","0056 0214","43","28","0004454307","P / J. MICHAEL COLLINS"
"A1","869","SEM","002","1","08:50 - 10:45","M","","","","","","0056 0214","43","6","0005202829","P / SARAH HALPERN-MEEKIN"
"A1","869","SEM","002","1","08:50 - 10:45","M","","","","","","0056 0214","43","6","0006317360","P / MANNY TEODORO"
"A1","869","SEM","002","1","08:50 - 10:45","M","","","","","","0056 0214","43","6","0004454307","P / J. MICHAEL COLLINS"
"A1","873","LEC","001","1","13:20 - 15:15","M","","","","","","0046 6116","","24","0006299377","P / CHRISTINE DURRANCE"
"A1","873","LEC","002","1","15:30 - 17:25","M","","","","","","0400 L177","","25","0003214653","P / DAVE WEIMER"
"A1","878","LEC","001","3","13:20 - 15:15","","T","","","","","0046 6112","16","16","0001610142","P / TANA JOHNSON"
"A1","878","LEC","002","3","15:30 - 17:25","","T","","","","","0046 6112","17","17","0001610142","P / TANA JOHNSON"
"A1","892","SEM","001","1","13:20 - 15:15","","","W","","","","0046 6116","","18","0000639745","P / DAVID SCHMIEDICKE"
"A1","974","SEM","001","3","08:50 - 10:45","","T","","","","","0482 0478","","7","0004839562","P / SAM SHANNON"
"A1","974","SEM","003","3","15:30 - 17:25","","","R","","","","0482 0495","","15","0006372947","P / GILLIAN GIGLIERANO"
