"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  MEDIEVAL STUDIES (633)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","253","LEC","001","3","13:20 - 14:10","T","R","","","","0056 0019","123","30","0004616865","P / JELENA TODOROVIC"
"A1","253","DIS","301","3","14:25 - 15:15","","R","","","","0482 0599","35","5","0006099933","P / DANIELE SANTUCCI"
"A1","253","DIS","301","3","14:25 - 15:15","","R","","","","0482 0599","35","5","0004616865","S / JELENA TODOROVIC"
"A1","253","DIS","302","3","15:30 - 16:20","","R","","","","0482 0599","29","8","0004616865","S / JELENA TODOROVIC"
"A1","253","DIS","302","3","15:30 - 16:20","","R","","","","0482 0599","29","8","0006099933","P / DANIELE SANTUCCI"
"A1","253","DIS","303","3","09:55 - 10:45","","","F","","","0482 0159","30","8","0004616865","S / JELENA TODOROVIC"
"A1","253","DIS","303","3","09:55 - 10:45","","","F","","","0482 0159","30","8","0006099933","P / DANIELE SANTUCCI"
"A1","253","DIS","304","3","11:00 - 11:50","","","F","","","0482 0159","29","9","0006099933","P / DANIELE SANTUCCI"
"A1","253","DIS","304","3","11:00 - 11:50","","","F","","","0482 0159","29","9","0004616865","S / JELENA TODOROVIC"
"A1","309","LEC","001","6","08:00 - 09:15","M","W","","","","0469 1111","45","4","0000586959","P / ELIZABETH LAPINA"
"A1","309","DIS","301","6","12:05 - 12:55","T","","","","","0469 2221","14","1","0006456335","P / LUKE STURM"
"A1","309","DIS","302","6","13:20 - 14:10","T","","","","","0469 2121","13","1","0006456335","P / LUKE STURM"
"A1","309","DIS","303","6","15:30 - 16:20","T","","","","","0469 2131","6","2","0006456335","P / LUKE STURM"
"A1","309","DIS","304","6","16:35 - 17:25","T","","","","","0469 2131","5","0","0006456335","P / LUKE STURM"
"A1","309","DIS","333","6","-","","","","","","","7","0","0000586959","P / ELIZABETH LAPINA"
"A1","345","LEC","001","3","13:00 - 14:15","T","R","","","","0057 1313","47","6","0000886751","P / SCOTT MELLOR"
"A1","409","LEC","001","2","09:30 - 10:45","T","R","","","","0482 0487","2","0","0003336265","P / KIRSTEN WOLF"
"A1","415","LEC","001","2","16:00 - 17:15","M","W","","","","0544 L140","30","3","0003076052","P / THOMAS DALE"
"A1","423","LEC","001","2","13:00 - 14:15","T","R","","","","0048 B223","32","2","0001625710","P / JORDAN ZWECK"
"A1","462","LEC","001","3","14:30 - 15:45","T","R","","","","0056 0224","25","0","0005920812","P / ADAM STERN"
"A1","520","LEC","001","2","09:30 - 10:45","T","R","","","","0048 B215","11","4","0005444338","P / MARTIN FOYS"
