"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","8/10/2015"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","12:34:49PM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: FINANCE, INVESTMENT AND BANKING (233)","","","","","","","","","","","","",""
"TERM:","1156","","","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"FINANCE, INVESTMENT AND BANKING","","","","","","","","","","","","","",""
"ACC
 300
LEC","001","1","09:00 - 12:00","M","T","W R","F","0140 2120","84","72","0000976934","BULENT PAKER","",""
"ACC
 320
LEC","001","1","08:00 - 11:30","M","T","W R","F","0140 1170","11","10","0000674708","DEAN JOHNSON","",""
"ACC
 325
LEC","001","1","13:00 - 16:30","M","T","W R","F","0140 1190","","12","0000674708","DEAN JOHNSON","",""
"DHH
 990
IND","121","1","-","","","","","","","1","0004946885","PHILIP CORBAE","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
