"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","8/10/2015"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","12:34:49PM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: BIOSTATISTICS AND MEDICAL INFORMATICS (210)","","","","","","","","","","","","",""
"TERM:","1156","","","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","BIOSTATISTICS AND MEDICAL INFORMATICS","","","","","","","","","","","","",""
"CFF
 541
LEC","002","1","09:30 - 11:00","M","T","W R","F","1480 1222","21","21","0000143932","ISMOR FISCHER","",""
"CFF
 546
SEM","002","1","13:10 - 15:40","M","T","W R","F","0118 0150","20","20","0000893827","RONALD GANGNON","",""
"DHH
 699
IND","007","1","-","","","","","","","1","0003010828","MENGGANG YU","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
