"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","8/10/2015"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","12:34:49PM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: UNIVERSITY FORUM (943)","","","","","","","","","","",""
"TERM:","1156","","","","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"UNIVERSITY FORUM","","","","","","","","","","","",""
"DDD
 500
LEC","001","1","18:00 - 20:00","T","R","0047 1315","","5","0002600044","BASSAM SHAKHASHIRI","",""
"HDD
 500
LEC","002","2","18:00 - 20:00","T","R","0085 2255","7","6","0002600672","WEI DONG","",""
"HDD
 500
LEC","002","1","18:00 - 20:00","T","R","0085 2235","7","6","0002600672","WEI DONG","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
