"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","8/10/2015"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","12:34:49PM"
"","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS (826)","","","","","","","","","",""
"","","TERM:","1156","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS","","","","","","","","","","",""
"DHH","827","FLD","001","1","16:30 - 18:25","W","0512 0110","10","0004382212","SUSAN YACKEE","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
