"","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","",""
"","","","","","","","","RUN DATE:","8/10/2015"
"","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","RUN TIME:","12:34:49PM"
"","","","","Office of the Registrar","","","","",""
"","SUBJECT: LITERATURE IN TRANSLATION (551)","","","","","","","",""
"TERM:","1156","","","","","","","",""
"","","","","FACILITY_ID","COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"LITERATURE IN TRANSLATION","","","","","","","","",""
"DHH
 360
LEC","001","1","-","ONLINE","16","0003662401","THOMAS ARMBRECHT","",""
"DHH
 360
LEC","001","1","-","ONLINE","16","0004193311","KRISTIN PHILLIPS-COURT","",""
"","","","","","","","PAGE NUMBER:","1","OF
1"
