"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","",""
"","","","","","","","","","RUN DATE:","8/10/2015"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","12:34:49PM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: SOCIOLOGY (900)","","","","","","","",""
"","","TERM:","1156","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"DHH","999","IND","087","1","-","1","0005117066","ALICE GOFFMAN","",""
"","","","","","","","","","PAGE NUMBER:
2","OF
2"
