"","","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","","","","","RUN DATE:","8/10/2015"
"","","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","","RUN TIME:","12:34:49PM"
"","","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: ASIAN AMERICAN STUDIES (184)","","","","","","","","","","","","","",""
"","","TERM:","1156","","","","","","","","","","","","",""
"","","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","ASIAN AMERICAN STUDIES","","","","","","","","","","","","","","",""
"ACC","121","LAB","001","1","09:00 - 13:15","M","T","W R","F","0032 B101","29","0","0001029263","PEGGY CHOY","",""
"","","","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
