"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","8/8/2011"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","9:10:48AM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: LATIN (CLASSICS) (524)","","","","","","","","","","",""
"TERM:","1116","","","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"LATIN (CLASSICS)","","","","","","","","","","","",""
"DDD
 391
LEC","001","1","08:45 - 11:45","M","T","R","0482 0144","10","0002601318","JAMES MCKEOWN","",""
"HDD
 392
LEC","001","1","08:45 - 11:45","M","T","R","0482 0144","12","0002601318","JAMES MCKEOWN","",""
"DHH
 699
IND","022","1","-","","","","","1","0000508990","JEFFREY BENEKER","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
