"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","8/8/2011"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","9:10:48AM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: HEBREW (HEBREW AND SEMITIC STUDIES) (440)","","","","","","","",""
"","","TERM:","1116","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","HEBREW (HEBREW AND SEMITIC STUDIES)","","","","","","","","",""
"DHH","699","IND","019","1","-","1","0004614104","PHILIP HOLLANDER","",""
"","","","","","","","","","PAGE NUMBER:
1","OF
1"
