"","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","","RUN DATE:","8/8/2011"
"","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","RUN TIME:","9:10:48AM"
"","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: INTERDISCIPLINARY COURSES (C A L S) (494)","","","","","","","","","","","","",""
"","","TERM:","1116","","","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","INTERDISCIPLINARY COURSES (C A L S)","","","","","","","","","","","","","",""
"ECC","875","LEC","017","1","09:00 - 12:00","M","W","F","0074B0357","6","2","0000275007","NICK BALSTER","",""
"","","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
