"","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","","RUN DATE:","8/8/2011"
"","","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","","RUN TIME:","9:10:48AM"
"","","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: FAMILY AND CONSUMER COMMUNICATIONS (464)","","","","","","","","","","","","",""
"","","TERM:","1116","","","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","FAMILY AND CONSUMER COMMUNICATIONS","","","","","","","","","","","","","",""
"HDD","617","LEC","001","1","13:10 - 15:40","M","T","W R","0545 4008","10","0","0003966373","GAYATHRI SIVAKUMAR","",""
"","","","","","","","","","","","","","PAGE NUMBER:","1","OF
1"
