"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","8/8/2011"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","9:10:48AM"
"","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS (826)","","","","","","","","","",""
"","","TERM:","1116","","","","","","","","",""
"","","","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","LA FOLLETTE SCHOOL OF PUBLIC AFFAIRS","","","","","","","","","","",""
"DHH","827","FLD","001","1","16:30 - 18:25","W","0512 0110","14","0004003045","DONALD MOYNIHAN","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
