"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","RUN DATE:","8/8/2011"
"","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","RUN TIME:","9:10:48AM"
"","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: REAL ESTATE AND URBAN LAND ECONOMICS (239)","","","","","","","","","","","",""
"TERM:","1116","","","","","","","","","","","",""
"","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","REAL ESTATE AND URBAN LAND ECONOMICS","","","","","","","","","","","",""
"ACC
 306
LEC","001","1","09:00 - 12:00","M","T","W R","0140 2080","44","20","0000875079","MICHAEL JOHNSON","",""
"ADD
 410
LEC","010","1","-","","","","","","8","0000778762","JOSEPH WALSH","",""
"DHH
 799
IND","142","1","-","","","","","","1","0000632329","TIMOTHY RIDDIOUGH","",""
"DHH
 990
IND","142","1","-","","","","","","2","0000632329","TIMOTHY RIDDIOUGH","",""
"","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
