"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","8/8/2011"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","9:10:48AM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: ASIAN AMERICAN STUDIES (184)","","","","","","","","","","","","",""
"TERM:","1116","","","","","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"ASIAN AMERICAN STUDIES","","","","","","","","","","","","","",""
"ACC
 153
LAB","001","1","09:00 - 13:15","M","T","W R","F","0032 B101","28","12","0001029263","PEGGY CHOY","",""
"HDD
 662
LEC","001","1","10:20 - 13:20","M","T","W R","","0545 2195","36","15","0001017511","HEMANT SHAH","",""
"EEE
 699
IND","003","1","-","","","","","","","2","0000419178","LYNET UTTAL","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
