"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","8/8/2011"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","9:10:48AM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: UNIVERSITY FORUM (943)","","","","","","","","","","",""
"TERM:","1116","","","","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"DCS","","","","","","","","","","","",""
"UNIVERSITY FORUM","","","","","","","","","","","",""
"DCC
 500
LEC","001","1","19:00 - 21:00","T","R","0140 1100","9","6","0003555902","JOHN HAWKS","",""
"HDD
 500
LEC","001","1","19:00 - 21:00","T","R","0140 1100","72","13","0003560121","RUSS SHAFER-LANDAU","",""
"","","","","","","","","","","PAGE NUMBER:","1","OF
1"
