"","","SUBJECT: FOLKLORE PROGRAM (380)","","","","","","","","","","",""
"","","TERM:","1116","","","","","","","","","",""
"","","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","FOLKLORE PROGRAM","","","","","","","","","","","",""
"EGG","100","LEC","001","1","13:15 - 15:00","M","","W
F","0056 0019","","38","0003995340","ANNA RUE"
"EGG","100","DIS","301","1","13:15 - 14:05","","T","R","0056 0019","","38","0003995340","ANNA RUE"
"ACC","103","LEC","001","1","09:55 - 12:00","M","T","W R","0469 1131","23","10","0002600540","R SUTTON"
"IDD","352","LEC","001","1","10:20 - 12:50","M","T","W R","0046 6104","58","31","0003226099","THOMAS DUBOIS"
"DHH","399","IND","001","1","-","","","","","","1","0002601448","JAMES LEARY"
"KCC","639","LEC","001","1","11:00 - 15:15","","","W R
F","0056 0224","9","4","0003088606","JANET GILMORE"
"DHH","699","IND","001","1","-","","","","","","1","0002601448","JAMES LEARY"
