"","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","RUN DATE:","8/8/2011"
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","RUN TIME:","9:10:48AM"
"","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: MEDICAL GENETICS (616)","","","","","","","","","",""
"TERM:","1116","","","","","","","","","",""
"","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"MEDICAL GENETICS","","","","","","","","","","",""
"ACC
 699
IND","071","1","-","","","","1","0000623858","RAYMOND KESSEL","",""
"DHH
 699
IND","071","1","-","","","","7","0000623858","RAYMOND KESSEL","",""
"DHH
 993
SEM","001","1","15:30 - 16:30","W","0082 1111","14","0","0002600986","BARRY GANETZKY","",""
"","","","","","","","","","","PAGE NUMBER:
1","OF
1"
