"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","",""
"","","","","","","","","","RUN DATE:","8/15/2016"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","3:28:48PM"
"","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: INTERDISCIPLINARY COURSES (SOHE) (498)","","","","","","","",""
"","","TERM:","1166","","","","","","",""
"","","","","","Facil ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","INTERDISCIPLINARY COURSES (SOHE)","","","","","","","","",""
"AII","770","LEC","001","1","13","1","0004431105","MATTHEW HORA","",""
"","","","","","","","","","PAGE NUMBER:
1","OF
1"
