"","","SUBJECT: DESIGN STUDIES (359)","","","","","","",""
"","","TERM:","1166","","","","","",""
"","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","DESIGN STUDIES","","","","","","","",""
"DHH","601","FLD","003","1","ONLINE","","11","0000172570","LESLEY SAGER"
"DHH","601","FLD","004","1","ONLINE","","3","0000172570","LESLEY SAGER"
"ADD","699","IND","001","1","","","1","0002602176","ROBERTO RENGEL"
"DHH","699","IND","032","1","","","1","0000957965","CAROLYN KALLENBORN"
"AMM","699","IND","042","1","","","1","0000172570","LESLEY SAGER"
"DHH","699","IND","043","1","","","1","0001325266","MARIANNE FAIRBANKS"
"DHH","990","IND","033","1","","","1","0002602176","ROBERTO RENGEL"
"DHH","990","IND","047","1","","","1","0001653746","KEVIN PONTO"
