"","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","RUN DATE:","8/15/2016"
"","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","RUN TIME:","3:28:48PM"
"","","","Office of the Registrar","","","","",""
"","SUBJECT: ITALIAN (FRENCH AND ITALIAN) (508)","","","","","","",""
"TERM:","1166","","","","","","",""
"","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"ITALIAN (FRENCH AND ITALIAN)","","","","","","","",""
"DHH
 990
IND","1
001","","","1","0002600112","STEFANIA BUCCINI","",""
"DHH
 990
IND","1
004","","","1","0000680398","GRAZIA MENECHELLA","",""
"","","","","","","","PAGE NUMBER:
1","OF
1"
