"","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","","RUN DATE:","","8/15/2016"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","RUN TIME:","","3:28:48PM"
"","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: BOTANY (208)","","","","","","","",""
"","","TERM:","1166","","","","","","",""
"","","","","","Facil ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","","",""
"DHH","996","IND","025","1","1","0002600911","DONNA FERNANDEZ","","",""
"AMM","996","IND","030","1","2","0004305427","SIMON GILROY","","",""
"DHH","996","IND","032","1","2","0003326021","HIROSHI MAEDA","","",""
"","","","","","","","PAGE NUMBER:","2","OF","2"
