"","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","","","","","","","RUN DATE:","8/15/2016"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","3:28:48PM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: OPERATIONS AND TECHNOLOGY MANAGEMENT (238)","","","","","","","","","","","",""
"","","TERM:","1166","","","","","","","","","","",""
"","","","","","","","","","Facil ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","OPERATIONS AND TECHNOLOGY MANAGEMENT","","","","","","","","","","","","",""
"ADD","300","LEC","001","1","10:00 - 12:30","M","T","W R","0140 2170","19","0003011973","TIMOTHY MCCLURG","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
