"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","8/15/2016"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","3:28:48PM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: ASIAN AMERICAN STUDIES (184)","","","","","","","","","","","","",""
"TERM:","1166","","","","","","","","","","","","",""
"","","","","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"ASIAN AMERICAN STUDIES","","","","","","","","","","","","","",""
"DHH
 101
LEC","001","1","14:30 - 16:50","M","","W","","0057 1333","","2","0001017545","VICTOR JEW","",""
"ACC
 121
LAB","001","1","09:00 - 13:15","M","T","W R","F","0032 0249","26","5","0001029263","PEGGY CHOY","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
