"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","8/15/2016"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","3:28:48PM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: LITERATURE IN TRANSLATION (551)","","","","","","","","","","","","",""
"TERM:","1166","","","","","","","","","","","","",""
"","","","","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"LITERATURE IN TRANSLATION","","","","","","","","","","","","","",""
"ACC
 232
LEC","001","1","14:00 - 17:30","M","T","W R","F","0482 0104","16","10","0004111872","STEVEN RIDGELY","",""
"DHH
 360
LEC","001","1","","","","","","ONLINE","","38","0004954723","JENNIFER GIPSON","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
