"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  AFRO-AMERICAN STUDIES (106)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","102","LEC","001","5","08:50 - 09:40","M","W","","","","0046 5208","162","29","0000746672","P / SUSAN DOMINGUEZ"
"A1","102","LEC","002","5","14:25 - 15:15","M","W","","","","0118 0212","88","29","0006240367","P / MOSI IFATUNJI"
"A1","102","DIS","301","5","08:50 - 09:40","","R","","","","0482 0486","19","3","0005878982","P / CHLOE KEPLER"
"A1","102","DIS","302","5","09:55 - 10:45","","R","","","","0018 4208","20","5","0005878982","P / CHLOE KEPLER"
"A1","102","DIS","303","5","11:00 - 11:50","","R","","","","0140 2175","18","3","0005878982","P / CHLOE KEPLER"
"A1","102","DIS","304","5","14:25 - 15:15","","R","","","","0056 0225","19","6","0006486769","P / ARISSA WATKINS"
"A1","102","DIS","305","5","15:30 - 16:20","","R","","","","0056 0225","17","3","0006486769","P / ARISSA WATKINS"
"A1","102","DIS","307","5","08:50 - 09:40","","","F","","","0482 0155","21","2","0006344251","P / LIAM RIDGE"
"A1","102","DIS","308","5","09:55 - 10:45","","","F","","","0482 0159","19","5","0006344251","P / LIAM RIDGE"
"A1","102","DIS","309","5","11:00 - 11:50","","","F","","","0056 0222","19","2","0006344251","P / LIAM RIDGE"
"A1","102","DIS","310","5","16:35 - 17:25","","R","","","","0056 0225","10","0","0006486769","P / ARISSA WATKINS"
"A1","102","DIS","403","5","09:55 - 10:45","","","F","","","0046 6121","20","7","0006367019","P / RI J. TURNER"
"A1","102","DIS","404","5","12:05 - 12:55","","","F","","","0048 B231","22","5","0006367019","P / RI J. TURNER"
"A1","102","DIS","405","5","09:55 - 10:45","","R","","","","0048 B231","23","6","0006367019","P / RI J. TURNER"
"A1","102","DIS","406","5","11:00 - 11:50","","R","","","","0482 0223","23","11","0006367019","P / RI J. TURNER"
"A1","154","LEC","001","1","13:20 - 14:10","T","R","","","","0053 0180","","177","0000573312","P / ALEXANDER SHASHKO"
"A1","154","DIS","301","1","14:25 - 15:15","","R","","","","0545 4017","","21","0005902937","P / KATHRYN FLYNN"
"A1","154","DIS","302","1","14:25 - 15:15","","R","","","","0545 4041","","24","0005428143","P / EDGAR VALLES"
"A1","154","DIS","303","1","09:55 - 10:45","","","F","","","0545 4028","","23","0005902937","P / KATHRYN FLYNN"
"A1","154","DIS","304","1","09:55 - 10:45","","","F","","","0018 4212","","21","0005428143","P / EDGAR VALLES"
"A1","154","DIS","305","1","11:00 - 11:50","","","F","","","0469 1651","","22","0005428143","P / EDGAR VALLES"
"A1","154","DIS","306","1","12:05 - 12:55","","","F","","","0018 4212","","23","0005428143","P / EDGAR VALLES"
"A1","154","DIS","307","1","13:20 - 14:10","","","F","","","0400 L155","","21","0005902937","P / KATHRYN FLYNN"
"A1","154","DIS","308","1","14:25 - 15:15","","","F","","","0400 L155","","22","0005902937","P / KATHRYN FLYNN"
"A1","156","LEC","001","1","09:30 - 10:45","T","R","","","","0154 0204","","269","0000573312","P / ALEXANDER SHASHKO"
"A1","156","DIS","301","1","11:00 - 11:50","","R","","","","0469 2231","","22","0006381546","P / VICTORIA CLARKE"
"A1","156","DIS","302","1","12:05 - 12:55","","R","","","","0018 4279","","24","0006381546","P / VICTORIA CLARKE"
"A1","156","DIS","303","1","13:20 - 14:10","","R","","","","0545 4013","","20","0006375836","P / VANESSA BROWN"
"A1","156","DIS","304","1","14:25 - 15:15","","R","","","","0545 4013","","25","0006375836","P / VANESSA BROWN"
