"COLLEGE:  L&S","","","","","","","","","","","","","","","",""
"SUBJECT:  HISTORY (448)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W","R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","ENRN","TOT","",""
"A1","308","DIS","301","5","08:50 - 09:40","","","","F","","","0469 2631","14","6","0004996931","P / JOHN TOBIN"
"A1","308","DIS","302","5","09:55 - 10:45","","","","F","","","0469 2121","16","6","0004996931","P / JOHN TOBIN"
"A1","308","DIS","303","5","11:00 - 11:50","","","","F","","","0469 2631","18","9","0004996931","P / JOHN TOBIN"
"A1","308","DIS","304","5","12:05 - 12:55","","","","F","","","0469 2631","18","11","0004996931","P / JOHN TOBIN"
"A1","308","DIS","305","5","17:40 - 18:30","","","R","","","","0140 2185","20","11","0005700394","P / MATEUSZ FERENS"
"A1","308","DIS","306","5","18:45 - 19:35","","","R","","","","0140 2185","17","11","0005700394","P / MATEUSZ FERENS"
"A1","308","DIS","307","5","09:55 - 10:45","","","","F","","","0545 4018","18","12","0005700394","P / MATEUSZ FERENS"
"A1","308","DIS","308","5","11:00 - 11:50","","","","F","","","0545 4018","18","11","0005700394","P / MATEUSZ FERENS"
"A1","308","DIS","333","5","-","","","","","","","","6","6","0005359447","P / TYLER LEHRER"
"A1","329","LEC","001","1","09:30 - 10:45","T","","R","","","","0469 1641","","54","0006177840","P / PAIGE GLOTZER"
"A1","329","DIS","301","1","15:30 - 16:20","","","R","","","","0469 2221","","17","0003964657","P / DUSTIN COHAN"
"A1","329","DIS","302","1","16:35 - 17:25","","","R","","","","0469 2251","","11","0003964657","P / DUSTIN COHAN"
"A1","329","DIS","303","1","08:50 - 09:40","","","","F","","","0469 2111","","10","0003964657","P / DUSTIN COHAN"
"A1","329","DIS","304","1","09:55 - 10:45","","","","F","","","0469 2231","","16","0003964657","P / DUSTIN COHAN"
"A1","332","LEC","001","1","12:05 - 12:55","M","W","","F","","","0469 1217","45","36","0003996591","P / DAVID FIELDS"
"A1","336","LEC","001","1","11:00 - 12:15","T","","R","","","","0053 0360","","35","0000636831","P / JOSEPH DENNIS"
"A1","336","DIS","301","1","15:30 - 16:20","T","","","","","","0469 2251","","6","0006212664","P / YE LIN"
"A1","336","DIS","302","1","16:35 - 17:25","T","","","","","","0469 2101","","11","0006212664","P / YE LIN"
"A1","336","DIS","304","1","09:55 - 10:45","","W","","","","","0469 2131","","13","0006212664","P / YE LIN"
"A1","336","DIS","333","1","-","","","","","","","","","5","0000636831","P / JOSEPH DENNIS"
"A1","342","LEC","001","1","14:30 - 15:45","T","","R","","","","0469 1641","63","53","0005104314","P / JUDD KINZLEY"
"A1","342","DIS","301","1","13:20 - 14:10","","W","","","","","0469 2111","17","13","0006282898","P / KHARIS RALPH"
"A1","342","DIS","302","1","14:25 - 15:15","","W","","","","","0469 2125","17","12","0006282898","P / KHARIS RALPH"
"A1","342","DIS","304","1","09:55 - 10:45","","","R","","","","0469 2241","16","15","0006282898","P / KHARIS RALPH"
"A1","342","DIS","333","1","-","","","","","","","","13","13","0005104314","P / JUDD KINZLEY"
"A1","349","LEC","001","1","14:30 - 15:45","T","","R","","","","0469 1217","","34","0002600624","P / LAIRD BOSWELL"
"A1","375","LEC","001","1","14:30 - 15:45","T","","R","","","","0469 1101","89","84","0002600071","P / ALFRED MCCOY"
"A1","375","DIS","301","1","16:35 - 17:25","T","","","","","","0469 2111","15","15","0005661111","P / ANDREW KELLY"
"A1","375","DIS","302","1","17:40 - 18:30","T","","","","","","0469 2125","18","17","0005661111","P / ANDREW KELLY"
