"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  HISTORY (448)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","229","DIS","304","1","15:30 - 16:20","M","","","","","0469 2125","","17","0006288821","P / PRINCE VINCENT-ANENE"
"A1","229","DIS","305","1","09:55 - 10:45","","","F","","","0469 2111","","18","0000544405","P / JOHN HALL"
"A1","229","DIS","333","1","-","","","","","","","","3","0000544405","P / JOHN HALL"
"A1","246","LEC","001","1","09:30 - 10:45","T","R","","","","0469 1111","88","48","0002602051","P / MICHAEL CULLINANE"
"A1","246","DIS","301","1","13:20 - 14:10","T","","","","","0469 2631","15","9","0004144598","P / NAPAKADOL KITTISENEE"
"A1","246","DIS","302","1","15:30 - 16:20","T","","","","","0469 2101","17","9","0004144598","P / NAPAKADOL KITTISENEE"
"A1","246","DIS","303","1","16:35 - 17:25","T","","","","","0469 2121","16","9","0004144598","P / NAPAKADOL KITTISENEE"
"A1","246","DIS","304","1","17:40 - 18:30","T","","","","","0469 2631","17","10","0004144598","P / NAPAKADOL KITTISENEE"
"A1","246","DIS","305","1","09:55 - 10:45","","","F","","","0469 2241","18","6","0002602051","P / MICHAEL CULLINANE"
"A1","246","DIS","333","1","-","","","","","","","5","5","0002602051","P / MICHAEL CULLINANE"
"A1","253","LEC","001","3","14:30 - 15:45","T","R","","","","0482 0114","50","16","0003127390","P / IRINA SHEVELENKO"
"A1","253","DIS","301","3","09:55 - 10:45","","W","","","","0482 0487","13","4","0005339884","P / BRIAN KILGOUR"
"A1","253","DIS","301","3","09:55 - 10:45","","W","","","","0482 0487","13","4","0003127390","S / IRINA SHEVELENKO"
"A1","253","DIS","302","3","11:00 - 11:50","","W","","","","0057 2425","13","5","0005339884","P / BRIAN KILGOUR"
"A1","253","DIS","302","3","11:00 - 11:50","","W","","","","0057 2425","13","5","0003127390","S / IRINA SHEVELENKO"
"A1","253","DIS","303","3","13:20 - 14:10","","W","","","","0482 0201","13","4","0005339884","P / BRIAN KILGOUR"
"A1","253","DIS","303","3","13:20 - 14:10","","W","","","","0482 0201","13","4","0003127390","S / IRINA SHEVELENKO"
"A1","253","DIS","304","3","14:25 - 15:15","","W","","","","0482 0395","11","3","0005339884","P / BRIAN KILGOUR"
"A1","253","DIS","304","3","14:25 - 15:15","","W","","","","0482 0395","11","3","0003127390","S / IRINA SHEVELENKO"
"A1","255","LEC","001","3","16:00 - 17:15","T","R","","","","0469 1131","76","30","0005104315","P / VIREN MURTHY"
"A1","255","DIS","301","3","09:55 - 10:45","","W","","","","0469 2101","18","3","0006289126","P / JONATHAN HACKETT"
"A1","255","DIS","302","3","11:00 - 11:50","","W","","","","0469 2125","18","7","0006289126","P / JONATHAN HACKETT"
"A1","255","DIS","303","3","13:20 - 14:10","","W","","","","0469 2101","18","7","0006289126","P / JONATHAN HACKETT"
"A1","255","DIS","304","3","14:25 - 15:15","","W","","","","0469 2101","15","6","0006289126","P / JONATHAN HACKETT"
"A1","255","DIS","333","3","-","","","","","","","7","7","0005104315","P / VIREN MURTHY"
"A1","260","LEC","001","5","09:30 - 10:45","T","R","","","","0056 0022","61","20","0005168265","P / JORELL MELENDEZBADILLO"
"A1","260","DIS","301","5","11:00 - 11:50","T","","","","","0055 2135","22","8","0006212941","X / JUAN FRANCO GOMEZ"
"A1","260","DIS","301","5","11:00 - 11:50","T","","","","","0055 2135","22","8","0005168265","P / JORELL MELENDEZBADILLO"
"A1","260","DIS","302","5","14:25 - 15:15","T","","","","","0055 2135","18","5","0005168265","P / JORELL MELENDEZBADILLO"
