"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","2/28/2011"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","12:07:43PM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: INDUSTRIAL RELATIONS (492)","","","","","","","",""
"","","TERM:","1114","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","INDUSTRIAL RELATIONS","","","","","","","","",""
"A1","990","IND","060","1","-","3","0002600277","JONATHAN ZEITLIN","",""
"","","","","","","","","","PAGE NUMBER:
1","OF
1"
