"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","2/28/2011",""
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","","12:07:43PM"
"","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: MEDICAL HISTORY AND BIOETHICS (452)","","","","","","","","",""
"","","TERM:","1114","","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","","",""
"A1","999","IND","005","1","-","1","0004394803","WALTON SCHALICK","","",""
"A1","999","IND","006","1","-","1","0001016446","SUSAN LEDERER","","",""
"A1","999","IND","007","1","-","2","0004704115","JAMES KELLEHER","","",""
"","","","","","","","","PAGE NUMBER:","2","OF","2"
