"","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","2/28/2011"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","12:07:43PM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: REAL ESTATE AND URBAN LAND ECONOMICS (239)","","","","","","","","",""
"TERM:","1114","","","","","","","","",""
"","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 977
SEM","001","1","09:30 - 10:45","W","0140 1070","1","0000632329","TIMOTHY RIDDIOUGH","",""
"A1
 990
IND","142","1","-","","","3","0000632329","TIMOTHY RIDDIOUGH","",""
"A1
 999
IND","142","1","-","","","2","0000632329","TIMOTHY RIDDIOUGH","",""
"","","","","","","","","","PAGE NUMBER:
2","OF
2"
