"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","2/28/2011"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","12:07:43PM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: FAMILY AND CONSUMER COMMUNICATIONS (464)","","","","","","","","","","",""
"TERM:","1114","","","","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","FAMILY AND CONSUMER COMMUNICATIONS","","","","","","","","","","",""
"A1
 515
LEC","001","1","11:00 - 12:15","T","R","0076 0137","21","0","0003919931","DOMINIQUE BROSSARD","",""
"A1
 617
LEC","001","1","14:00 - 16:00","","W","0076 0135","19","0","0000590808","ALBERT GUNTHER","",""
"","","","","","","","","","","PAGE NUMBER:","1","OF
1"
