"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","2/28/2011"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","12:07:43PM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: GENERAL BUSINESS (231)","","","","","","","","",""
"TERM:","1114","","","","","","","","",""
"","","","","","FACILITY_ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 765
LEC","030","1","18:15 - 20:55","M","0140 2339","58","0004380930","LORI CROSS","",""
"A1
 975
SEM","001","1","16:00 - 18:30","M","0140 2165","11","0000325208","DAVID WARD","",""
"","","","","","","","","","PAGE NUMBER:
3","OF
3"
