"","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","2/28/2011"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","12:07:43PM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: PHYSICAL THERAPY (745)","","","","","","","","",""
"TERM:","1114","","","","","","","","",""
"","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 799
IND","003","1","-","","","1","0000739210","BRYAN HEIDERSCHEIT","",""
"A1
 799
IND","006","1","-","","","3","0002601713","JILL THEIN","",""
"","","","","","","","","PAGE NUMBER:","3","OF
3"
