"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","2/28/2011"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","12:07:43PM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: JEWISH STUDIES (510)","","","","","","","","","","",""
"TERM:","1114","","","","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 515
LEC","001","1","13:00 - 15:30","","R","0153 0401C","24","6","0001322480","SIMONE SCHWEBER","",""
"A1
 534
LEC","001","1","14:30 - 15:45","M","W","0048 B231","9","1","0004614104","PHILIP HOLLANDER","",""
"","","","","","","","","","","","PAGE NUMBER:
2","OF
2"
