"","","SUBJECT: NEUROLOGY (676)","","","","","","","",""
"","","TERM:","1114","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"NEUROLOGY","","","","","","","","","",""
"A1","699","IND","056","1","-","","","1","0000197360","THOMAS SUTULA"
"A1","699","IND","091","1","-","","","3","0000905110","JULIE OLSON"
"A1","699","IND","094","1","-","","","1","0003348023","BERMANS ISKANDAR"
"A1","699","IND","096","1","-","","","4","0004699652","MICHAEL CARRITHERS"
"A1","699","IND","099","1","-","","","2","0004599130","MATTHEW JENSEN"
"A1","699","IND","101","1","-","","","1","0003789791","DAVID HSU"
