"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","2/28/2011"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","12:07:43PM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: SCIENCE AND TECHNOLOGY STUDIES (875)","","","","","","","","","","",""
"TERM:","1114","","","","","","","","","","",""
"","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"SCIENCE AND TECHNOLOGY STUDIES","","","","","","","","","","","",""
"A1
 201
LEC","001","1","09:30 - 10:45","T","R","0070 0010","24","8","0000997082","DANIEL KLEINMAN","",""
"A1
 901
SEM","001","1","14:00 - 16:00","T","","0046 6228","","6","0000997082","DANIEL KLEINMAN","",""
"A1
 902
SEM","001","1","12:00 - 13:30","","R","0046 8108","","1","0000997082","DANIEL KLEINMAN","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
