"","","","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","","","","","","RUN DATE:","2/28/2011"
"","","","","","","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","","","","","","RUN TIME:","12:07:43PM"
"","","","","","","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: SENIOR MEDICAL PROGRAM (882)","","","","","","","","","","","","",""
"","","TERM:","1114","","","","","","","","","","","",""
"","","","","","","","","","","FACILITY_ID","COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"060","937","FLD","081","1","06:00 - 17:00","M","T","W R","F","S","1","0002601476","CYNTHIA HAQ","",""
"","","","","","","","","","","","","","","PAGE NUMBER:
3","OF
3"
