"","","SUBJECT: TRANSPORTATION AND PUBLIC UTILITIES (243)","","","","","","","","","",""
"","","TERM:","1114","","","","","","","","",""
"","","","","","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME"
"","TRANSPORTATION AND PUBLIC UTILITIES","","","","","","","","","","",""
"A1","325","LEC","001","1","08:00 - 09:15","T","R","0140 1190","25","4","0002601710","RODNEY STEVENSON"
"A1","325","LEC","002","1","16:00 - 17:15","T","R","0140 1180","22","4","0002601710","RODNEY STEVENSON"
"A1","478","LEC","001","1","11:00 - 12:15","T","R","0140 2270","40","9","0000181444","DONALD HARMATUCK"
"A1","671","LEC","001","1","14:30 - 15:45","T","R","0469 1221","38","3","0000205756","RICHARD SHATEN"
"A1","725","LEC","001","1","08:00 - 09:15","T","R","0140 1190","25","3","0002601710","RODNEY STEVENSON"
"A1","725","LEC","002","1","16:00 - 17:15","T","R","0140 1180","22","2","0002601710","RODNEY STEVENSON"
