"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","RUN DATE:","10/17/2018"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","3:39:36PM"
"","","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: ANATOMY (144)","","","","","","","","","","",""
"TERM:","1192","","","","","","","","","","",""
"","","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"MED","","","","","","","","","","","",""
"ANATOMY","","","","","","","","","","","",""
"A1
 619
LEC","001","1","13:20 - 14:10","T","R","0407 1152","36","4","0004630653","PAUL CAMPAGNOLA","",""
"A1
 619
LAB","301","1","17:00 - 19:00","","W","0408 3024","36","4","0004630653","PAUL CAMPAGNOLA","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
