"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","","","","RUN DATE:","10/17/2018"
"","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","RUN TIME:","3:39:36PM"
"","","","","","","Office of the Registrar","","","","",""
"","SUBJECT: ASIAN AMERICAN STUDIES (184)","","","","","","","","","",""
"TERM:","1192","","","","","","","","","",""
"","","","","","","Facil ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 560
LEC","001","1","16:00 - 17:15","M","W","0056 0224","29","0001029611","JAN MIYASAKI","",""
"A1
 560
LEC","002","1","11:00 - 12:50","M","W","0032 0249","23","0001029263","PEGGY CHOY","",""
"","","","","","","","","","","PAGE NUMBER:
2","OF
2"
