"","","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","","",""
"","","","","","","","","","","","","","RUN DATE:","10/17/2018"
"","","","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","","","RUN TIME:","3:39:36PM"
"","","","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: MEDICAL HISTORY AND BIOETHICS (452)","","","","","","","","","","","",""
"","","TERM:","1192","","","","","","","","","","",""
"","","","","","","","","Facil ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","MEDICAL HISTORY AND BIOETHICS","","","","","","","","","","","","",""
"A1","525","LEC","001","1","14:30 - 15:45","T","R","0482 0578","13","1","0000912304","JENELL JOHNSON","",""
"","","","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
