"","","","","","","","DEPARTMENT INSTRUCTIONAL REPORT - FINAL","","","","",""
"","","","","","","","","","","","RUN DATE:","10/17/2018"
"","","","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","","","RUN TIME:","3:39:36PM"
"","","","","","","","Office of the Registrar","","","","",""
"","","SUBJECT: SCIENCE AND TECHNOLOGY STUDIES (875)","","","","","","","","","",""
"","","TERM:","1192","","","","","","","","",""
"","","","","","","","Facil ID
COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"","SCIENCE AND TECHNOLOGY STUDIES","","","","","","","","","","",""
"A1","902","SEM","001","1","12:30 - 14:00","R","0046 8411","11","0003659605","SAMER ALATOUT","",""
"","","","","","","","","","","","PAGE NUMBER:
1","OF
1"
