"","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","","",""
"","","","","","","","","","RUN DATE:","10/11/2010"
"","","","","","University of Wisconsin-Madison","","","","",""
"","","","","","","","","","RUN TIME:","2:16:15PM"
"","","","","","Office of the Registrar","","","","",""
"","SUBJECT: AFRO-AMERICAN STUDIES (106)","","","","","","","","",""
"TERM:","1112","","","","","","","","",""
"","","","","FACILITY_ID","COMB_ENRL","ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1
 692
IND","022","1","-","","","1","0002601851","CRAIG WERNER","",""
"A1
 699
IND","022","1","-","","","2","0002601851","CRAIG WERNER","",""
"","","","","","","","","PAGE NUMBER:","3","OF
3"
