"","","","","","","DEPARTMENT INSTRUCTIONAL REPORT-FINAL","","","",""
"","","","","","","","","","RUN DATE:","10/11/2010"
"","","","","","","University of Wisconsin-Madison","","","",""
"","","","","","","","","","RUN TIME:","2:16:15PM"
"","","","","","","Office of the Registrar","","","",""
"","","SUBJECT: GEOSCIENCE (420)","","","","","","","",""
"","","TERM:","1112","","","","","","",""
"","","","","","","FACILITY_ID
COMB_ENRL
ENRL_TOT","EMPLID","INSTRUCTOR ROLE/NAME","",""
"A1","991","SEM","001","1","-","14","0002600499","CLIFFORD THURBER","",""
"","","","","","","","","","PAGE NUMBER:
5","OF
5"
